#Voltage(V),Current(A)
-8.677400000000052, -1.2767439728e-07
-8.677300000000052, -1.3146092215e-07
-8.677200000000052, -1.2372819924e-07
-8.677100000000053, -1.221034438e-07
-8.677000000000053, -1.2291667417e-07
-8.676900000000053, -1.2376187897e-07
-8.676800000000053, -1.1975112102e-07
-8.676700000000054, -1.1224989294e-07
-8.676600000000054, -1.1463795602e-07
-8.676500000000054, -1.1467169969e-07
-8.676400000000054, -1.1323542992e-07
-8.676300000000055, -1.1533509081e-07
-8.676200000000055, -1.1137667855e-07
-8.676100000000055, -1.1301430192e-07
-8.676000000000055, -1.1048020099e-07
-8.675900000000055, -1.1531275845e-07
-8.675800000000056, -1.1565108338e-07
-8.675700000000056, -1.0754349944e-07
-8.675600000000056, -1.1125096222e-07
-8.675500000000056, -1.1001154121e-07
-8.675400000000057, -1.0291314823e-07
-8.675300000000057, -1.0284971808e-07
-8.675200000000057, -1.033790582e-07
-8.675100000000057, -1.0313636523e-07
-8.675000000000058, -1.0022375108e-07
-8.674900000000058, -1.0440798803e-07
-8.674800000000058, -1.0014664298e-07
-8.674700000000058, -9.5941821598e-08
-8.674600000000058, -1.0054002786e-07
-8.674500000000059, -9.6641308289e-08
-8.674400000000059, -9.8412130001e-08
-8.67430000000006, -1.0331061162e-07
-8.67420000000006, -9.7780947783e-08
-8.67410000000006, -9.9688811872e-08
-8.67400000000006, -1.0000864137e-07
-8.67390000000006, -9.240357457e-08
-8.67380000000006, -9.8791758774e-08
-8.67370000000006, -9.0526476981e-08
-8.67360000000006, -9.1965176807e-08
-8.673500000000061, -9.3754039199e-08
-8.673400000000061, -9.296521597e-08
-8.673300000000062, -9.3089767006e-08
-8.673200000000062, -8.9548692017e-08
-8.673100000000062, -9.0535635877e-08
-8.673000000000062, -9.2025615572e-08
-8.672900000000062, -9.3855369698e-08
-8.672800000000063, -9.4405109508e-08
-8.672700000000063, -8.6603222371e-08
-8.672600000000063, -8.8406331145e-08
-8.672500000000063, -8.6569755808e-08
-8.672400000000064, -8.3882525814e-08
-8.672300000000064, -8.3665746331e-08
-8.672200000000064, -8.3796713568e-08
-8.672100000000064, -8.754434333e-08
-8.672000000000065, -8.2277971103e-08
-8.671900000000065, -8.2129865575e-08
-8.671800000000065, -8.7561211615e-08
-8.671700000000065, -8.1157992327e-08
-8.671600000000065, -8.4507789211e-08
-8.671500000000066, -8.5132583649e-08
-8.671400000000066, -8.6225981022e-08
-8.671300000000066, -8.3100900383e-08
-8.671200000000066, -7.824360182e-08
-8.671100000000067, -7.9956031129e-08
-8.671000000000067, -7.8269920323e-08
-8.670900000000067, -7.9823230692e-08
-8.670800000000067, -8.0300644356e-08
-8.670700000000068, -7.9820381416e-08
-8.670600000000068, -7.8736810849e-08
-8.670500000000068, -7.5934458721e-08
-8.670400000000068, -7.5350563122e-08
-8.670300000000069, -7.618499609e-08
-8.670200000000069, -7.3797437494e-08
-8.670100000000069, -7.3624875085e-08
-8.67000000000007, -7.2315984312e-08
-8.66990000000007, -7.4336504952e-08
-8.66980000000007, -7.4700203356e-08
-8.66970000000007, -7.0445466349e-08
-8.66960000000007, -6.7665354209e-08
-8.66950000000007, -6.940674524e-08
-8.66940000000007, -7.0717192102e-08
-8.66930000000007, -7.221195375e-08
-8.669200000000071, -7.0590736811e-08
-8.669100000000071, -6.75768419e-08
-8.669000000000072, -6.7104011237e-08
-8.668900000000072, -6.8845380952e-08
-8.668800000000072, -6.7944760929e-08
-8.668700000000072, -6.7508857171e-08
-8.668600000000072, -6.5968535523e-08
-8.668500000000073, -6.6424576062e-08
-8.668400000000073, -6.6137111787e-08
-8.668300000000073, -6.6883508509e-08
-8.668200000000073, -6.643087147e-08
-8.668100000000074, -6.6003188692e-08
-8.668000000000074, -6.3786096405e-08
-8.667900000000074, -6.349637971e-08
-8.667800000000074, -6.2919539801e-08
-8.667700000000075, -6.3210585211e-08
-8.667600000000075, -6.415770315e-08
-8.667500000000075, -6.3142756801e-08
-8.667400000000075, -6.4360492047e-08
-8.667300000000075, -6.475749359e-08
-8.667200000000076, -6.1878807855e-08
-8.667100000000076, -6.0198019014e-08
-8.667000000000076, -5.8724296537e-08
-8.666900000000076, -5.9848822787e-08
-8.666800000000077, -5.9591066304e-08
-8.666700000000077, -5.994472474e-08
-8.666600000000077, -6.0545204406e-08
-8.666500000000077, -5.8462195085e-08
-8.666400000000078, -5.8497228395e-08
-8.666300000000078, -5.7752878035e-08
-8.666200000000078, -5.7454155211e-08
-8.666100000000078, -5.8384681978e-08
-8.666000000000079, -5.6136101989e-08
-8.665900000000079, -5.6262631887e-08
-8.665800000000079, -5.6723376218e-08
-8.66570000000008, -5.5627349838e-08
-8.66560000000008, -5.587270735e-08
-8.66550000000008, -5.7711215362e-08
-8.66540000000008, -5.5450726677e-08
-8.66530000000008, -5.3816425094e-08
-8.66520000000008, -5.2649223647e-08
-8.66510000000008, -5.2095170844e-08
-8.66500000000008, -5.0970815124e-08
-8.664900000000081, -5.2924175264e-08
-8.664800000000081, -5.2273883e-08
-8.664700000000082, -5.0975682342e-08
-8.664600000000082, -5.1942087964e-08
-8.664500000000082, -5.1476284568e-08
-8.664400000000082, -5.0809092045e-08
