#Voltage(V),Current(A)
-8.203000000000275, -3.3587275183e-09
-8.202000000000275, -3.3575722203e-09
-8.201000000000276, -3.3592664206e-09
-8.200000000000276, -3.3589373505e-09
-8.199000000000277, -3.3538767319e-09
-8.198000000000278, -3.3499638619e-09
-8.197000000000278, -3.3513962716e-09
-8.196000000000279, -3.350004274e-09
-8.19500000000028, -3.3500062724e-09
-8.19400000000028, -3.349118316e-09
-8.19300000000028, -3.3445082259e-09
-8.19200000000028, -3.3424929491e-09
-8.191000000000281, -3.3431764024e-09
-8.190000000000282, -3.3410263445e-09
-8.189000000000282, -3.3361380325e-09
-8.188000000000283, -3.3378091402e-09
-8.187000000000284, -3.3354896622e-09
-8.186000000000284, -3.3321594373e-09
-8.185000000000285, -3.3320115556e-09
-8.184000000000285, -3.3302631763e-09
-8.183000000000286, -3.3300768809e-09
-8.182000000000286, -3.3277174349e-09
-8.181000000000287, -3.3235449948e-09
-8.180000000000287, -3.318299191e-09
-8.179000000000288, -3.3212477213e-09
-8.178000000000289, -3.3204017313e-09
-8.17700000000029, -3.3223683804e-09
-8.17600000000029, -3.3175442393e-09
-8.17500000000029, -3.3124425425e-09
-8.17400000000029, -3.3109497366e-09
-8.173000000000291, -3.3143798817e-09
-8.172000000000292, -3.3121907439e-09
-8.171000000000292, -3.3090079565e-09
-8.170000000000293, -3.3014966316e-09
-8.169000000000294, -3.2994962318e-09
-8.168000000000294, -3.3002149902e-09
-8.167000000000295, -3.3018598966e-09
-8.166000000000295, -3.2994478261e-09
-8.165000000000296, -3.2942149009e-09
-8.164000000000296, -3.2922666815e-09
-8.163000000000297, -3.2930660421e-09
-8.162000000000297, -3.295664408e-09
-8.161000000000298, -3.2935254524e-09
-8.160000000000299, -3.2914035941e-09
-8.1590000000003, -3.2871987354e-09
-8.1580000000003, -3.2853813003e-09
-8.1570000000003, -3.2828482155e-09
-8.1560000000003, -3.2832021546e-09
-8.155000000000301, -3.2826630303e-09
-8.154000000000302, -3.2810874018e-09
-8.153000000000302, -3.279873706e-09
-8.152000000000303, -3.2758757929e-09
-8.151000000000304, -3.2771978464e-09
-8.150000000000304, -3.2746587664e-09
-8.149000000000305, -3.2736440225e-09
-8.148000000000305, -3.2747109469e-09
-8.147000000000306, -3.2752036638e-09
-8.146000000000306, -3.2702354158e-09
-8.145000000000307, -3.2704448039e-09
-8.144000000000307, -3.2657530014e-09
-8.143000000000308, -3.2652340831e-09
-8.142000000000309, -3.2602662792e-09
-8.141000000000309, -3.2620683932e-09
-8.14000000000031, -3.2594666965e-09
-8.13900000000031, -3.259832404e-09
-8.13800000000031, -3.2563305385e-09
-8.137000000000311, -3.2573110875e-09
-8.136000000000312, -3.2513167714e-09
-8.135000000000312, -3.2501872305e-09
-8.134000000000313, -3.2496192404e-09
-8.133000000000314, -3.2462565969e-09
-8.132000000000314, -3.2468303601e-09
-8.131000000000315, -3.2418463469e-09
-8.130000000000315, -3.2401936689e-09
-8.129000000000316, -3.2401012984e-09
-8.128000000000316, -3.238227686e-09
-8.127000000000317, -3.2371731962e-09
-8.126000000000317, -3.2334270816e-09
-8.125000000000318, -3.2314364518e-09
-8.124000000000319, -3.2284279694e-09
-8.123000000000319, -3.2299680708e-09
-8.12200000000032, -3.228520784e-09
-8.12100000000032, -3.2309310782e-09
-8.12000000000032, -3.2253075766e-09
-8.119000000000321, -3.2306655129e-09
-8.118000000000322, -3.2274347639e-09
